,0
clean,0.021347423
cleanup,0.037089062
clearinghouse,0.048974335
clerk,0.10667797349715061
climate,0.085389692
climate_action_plan,0.037089062
clock,0.005221133
clothe,0.005221133
co,0.027537458
coalition,0.16381990059708829
coalition_ecosystem_education,0.085389692
coastal,0.021347423
coat,0.013523288975100679
code,0.5326150079332577
code_chapter_noise,0.005221133
code_civil_procedure,0.095559993
code_section,0.036574703896592495
code_section_define,0.015663398
code_section_provide,0.015663398
code_section_require,0.031326795
coffee,0.018544531133103736
collect,0.049747756321430615
collection,0.15067187034754562
collision,0.025341294620901247
colonization,0.021347423
color,0.037089062
come,0.005221133
comfortable_enjoyment_life,0.015663398
command,0.018544531133103736
commence,0.031824901
commencement,0.039258143
commencement_action,0.033923187059620497
commencement_action_californium,0.022216673281072588
commencement_action_city,0.018260687
commencement_action_pub,0.041306187
comment,0.23858762903969333
commenter,0.027046577950201357
commission,0.088242785
commissioner,0.021133102
commit,0.019917480978637235
communication,0.010442265162528913
community,0.22364617539813067
community_organization,0.064042269
company,0.055574002
compare,0.005221133
comparison,0.005221133
compatibility,0.060987227507027536
compatible_surrounding_use,0.023385722340643254
compel,0.013768729
compensate,0.013523288975100679
compensation,0.055074916
compile,0.011692861170321627
complain,0.005221133
complaint,0.15098106476893047
complaint_damage,0.005221133
complaint_damage_injunction,0.026105662906322286
complete,0.044433346562145176
complete_development_production,0.013768729
complex,0.014175246812750793
complex_senior,0.011692861170321627
compliance,0.088682733
comply,0.089178724
comply_ceqa,0.074178125
component,0.036521374
compressor,0.005221133
comprise,0.022216673281072588
concern,0.1234289599180795
concert,0.005221133
concession,0.046771445
concession_waiver,0.058464306
conclude,0.005221133
concluded_project,0.011692861170321627
conclusion,0.077869779
conclusory,0.013523288975100679
concrete,0.019917480978637235
concurrent,0.022216673281072588
condemnation,0.039101899
condition,0.19627745226693913
conditional_use,0.011692861170321627
conditional_use_permit,0.10888597002169709
conduct,0.076912461
confer,0.021347423
confirm,0.014175246812750793
conflict,0.079487437
conformity,0.005221133
congestion,0.014175246812750793
conjunction,0.029430075970312004
connection,0.073238112
connection_motion_project,0.06665002
consent,0.010442265162528913
consequence,0.026637452537950218
consider,0.057792516
consideration,0.087438345
consist,0.015914986
consistency,0.013523288975100679
consistent,0.027537458
constitute,0.058728222333818705
constitute_nuisance,0.015663398
constitution,0.068824221
construct,0.019917480978637235
construction,0.12487133576915527
consultant,0.014175246812750793
consume,0.011692861170321627
consumer,0.014175246812750793
contain,0.039453287
container,0.015709288
contemplate,0.018260687
content,0.034518863025666216
contention,0.011692861170321627
context,0.005221133
continue,0.015914986
continue_complete_development,0.041306187
continue_conduct,0.015663398
continued_development,0.013768729
continued_development_drilling,0.013768729
continued_development_operation,0.041306187
continuing_nuisance,0.015663398
contract,0.070157167
contract_resolution_letter,0.06665002
contract_warranty,0.011692861170321627
contradict,0.013523288975100679
contribute,0.005221133
contribution,0.005221133
control,0.052992893912233704
controversy,0.022216673281072588
conversation,0.005221133
converse,0.005221133
conversion,0.021347423
convey,0.013768729
conveyance,0.013768729
conviction,0.005221133
coordination,0.011692861170321627
copy,0.21111651233474668
copy_petition,0.011692861170321627
core,0.022216673281072588
corner,0.0475108
corporation,0.23500862969519762
correction,0.005221133
correspond,0.005221133
correspondence,0.12711838731494565
corrosion,0.021347423
cost,0.085305962
council,0.025438068532260362
counsel,0.070924428
count,0.011692861170321627
counter,0.023385722340643254
country,0.014175246812750793
county,1.2618254287449733
county_board_supervisor,0.11014983241573688
county_central_district,0.06665002
county_energy_corporation,0.041306187
county_general_plan,0.065701337
county_land_use,0.040569867
county_municipal_corporation,0.041306187
county_respondent_county,0.037089062
county_shall_require,0.041306187
county_superior_court,0.055633593399311204
county_transportation_authority,0.26660007937287106
county_zoning_amendment,0.055074916
course,0.089932009
court,0.4144292816375557
court_rule,0.011692861170321627
court_state_californium,0.041306187
cover,0.013768729
cover_sheet,0.058464306
coverage,0.011692861170321627
covering,0.013523288975100679
crack,0.005221133
crane,0.005221133
crash,0.005221133
create,0.037101926795988366
create_noise_disturbance,0.026105662906322286
creation,0.022266523
credit,0.0213388
criterium,0.045539984
crop,0.054093155900402715
cross,0.0213388
cultivated_agriculture,0.054093155900402715
cultivation,0.081139734
cultivation_operation,0.054093155900402715
culture,0.021347423
cumulative_impact,0.027046577950201357
cumulative_period,0.010442265162528913
cup,0.031824901
curb,0.005221133
cursory,0.011692861170321627
customer,0.023974777040258195
cut,0.049180979
cutter,0.015663398
damage,0.1425413260445863
damage_wrongful_death,0.023385722340643254
damaging,0.013768729
dance,0.005221133
danger,0.031138329977993304
date,0.27808538236478497
date_time_level,0.015663398
dated_attorney_petitioner,0.06665002
dated_day_carter,0.041306187
dated_may,0.067616445
dated_may_law,0.040569867
day,0.2734104466079066
day_carter,0.055074916
day_carter_tracy,0.013768729
daytime,0.005221133
db,0.041769061
db_cumulative_period,0.015663398
db_db,0.010442265162528913
deal,0.018544531133103736
dear,0.005221133
debt,0.005221133
decade,0.027537458
decertify,0.013523288975100679
decision,0.12414860663601301
deck,0.010442265162528913
declaration,0.085831473
declaratory,0.055956608
declaratory_judgment,0.041306187
declare,0.070124518
declare_penalty,0.073143534
declare_penalty_perjury,0.10102329286979979
decline,0.027046577950201357
dedicate,0.034303066
deepening_existing_well,0.027537458
defamation,0.023385722340643254
defect,0.023385722340643254
defendant,0.11253720580214664
defendant_conduct,0.010442265162528913
defense,0.005221133
defer,0.021347423
deficiency,0.048498568
deficient,0.042694846
define,0.025341294620901247
definition,0.040490801
defray,0.005221133
degree,0.005221133
delaware,0.018260687
delinquent,0.005221133
deliver,0.013768729
delivery,0.077861493
delivery_truck,0.070157167
demand,0.029042136
demolition,0.053788517
demonstrate,0.010442265162528913
dense,0.018544531133103736
density,0.07042724
density_law,0.046771445
deny,0.022189517749042896
deodar,0.005221133
department,0.058461436
department_fish_wildlife,0.10673711451318026
depend,0.005221133
dependent,0.011692861170321627
depict,0.015914986
deposit,0.066095611
deprave,0.005221133
deprivation,0.027537458
deprive,0.005221133
depth,0.021347423
deputy,0.072948632
describe,0.087457852
described_act_omission,0.031326795
described_petition,0.073042748
description,0.011692861170321627
description_mitigation_measure,0.027046577950201357
design,0.078225266
design_review,0.023385722340643254
design_review_committee,0.081850028
designate,0.023385722340643254
designation,0.023385722340643254
designation_case,0.035078584
desire,0.027537458
despite_knowledge,0.015663398
detail,0.027289153962763806
detailed_comment,0.042694846
deteriorate,0.011692861170321627
deterioration_bordering_land,0.058464306
determination,0.13708961411096326
determine,0.088694002
detriment,0.027537458
detrimental,0.023974777040258195
develop,0.013768729
developer,0.025341294620901247
development,0.22180108133014842
development_drilling_operation,0.068843645
development_plan,0.027046577950201357
development_production,0.013768729
development_production_oil,0.013768729
development_standard,0.011692861170321627
device,0.031326795
diego,0.085389692
diesel,0.018544531133103736
difference,0.018544531133103736
dimension,0.011692861170321627
din,0.022216673281072588
directing,0.005221133
direction,0.014175246812750793
directly_adjacent,0.010442265162528913
director,0.072377146
director_county,0.022216673281072588
director_county_transportation,0.044433346562145176
disagree,0.005221133
discharge,0.022995022690161286
disclosure,0.048484719114633215
discover,0.013768729
discredit,0.005221133
discretion,0.086668369
discretionary_approval,0.055074916
discretionary_permit,0.041306187
discretionary_review,0.041306187
discrimination,0.011692861170321627
discussion,0.019917480978637235
dishwasher,0.005221133
disposal,0.03838242
dispute,0.035175683
disruption,0.036205689
dissatisfaction,0.010442265162528913
distance,0.013768729
distribution,0.011692861170321627
district,0.054400918999584914
disturb,0.015663398
disturbance,0.074775122
disturbance_peace,0.020884530325057826
disturbance_real_property,0.005221133
division,0.07204941
division_coalition_case,0.054093155900402715
dob,0.013768729
docket,0.014175246812750793
document,0.2202201935365814
documentation,0.010442265162528913
doe,0.024293197563880625
dog,0.005221133
dollar,0.005221133
domain,0.023385722340643254
door,0.026105662906322286
doorway,0.005221133
dormitory,0.022216673281072588
dot,0.011692861170321627
downtown,0.018260687
dozen,0.018544531133103736
draft,0.079148298
drain,0.064042269
drainage,0.013523288975100679
drawn,0.013523288975100679
dream,0.005221133
drill,0.056496391
drilling,0.027537458
drilling_new_well,0.027537458
drilling_operation,0.013768729
drinking_water,0.064042269
drive,0.005221133
driver,0.038347978
driveway,0.011692861170321627
drop,0.031326795
drug,0.035078584
duly,0.026875335976641462
dump,0.020884530325057826
dune,0.042694846
duration,0.031326795
duty,0.10837859318576216
dwell,0.034983478494648584
e_delivery,0.041306187
easement,0.023385722340643254
ecology,0.021347423
ecosystem,0.021347423
ecosystem_education_project,0.021347423
education,0.014175246812750793
education_project,0.042694846
effect,0.16594884073811675
effect_environment,0.018544531133103736
effect_noise_person,0.015663398
efficiency,0.005221133
effort,0.035459245
eft,0.027537458
egg,0.010442265162528913
elder,0.011692861170321627
election,0.059667277
electronic_mail,0.013768729
element,0.053274905075900436
elevation,0.031017956203063683
eliminate,0.013768729
elimination,0.050531692
email,0.087722549
emergency,0.04952513
eminent,0.035078584
emission,0.11138808399783014
employ,0.021347423
employee,0.09550733
employer,0.018260687
employment,0.057749084
empower,0.013523288975100679
encampment,0.022216673281072588
enclosure,0.053514858432040596
encourage,0.013768729
encouragement,0.013768729
end,0.028994125
endanger,0.040157329
energy,0.026939320800494725
energy_corporation,0.041306187
enforce,0.059527955637391744
enforce_law_state,0.005221133
enforce_municipal_code,0.026105662906322286
enforcement,0.083737067
enforcement_judgment,0.035078584
engage,0.045951380152183106
engine,0.005221133
engineering,0.011692861170321627
enhance,0.019917480978637235
enhancement,0.013768729
enjoin,0.019679597539945987
enjoyment,0.005221133
enjoyment_property,0.010442265162528913
enter,0.094076285
enterprise,0.013768729
entertainment,0.015663398
entitled_punitive_damage,0.015663398
entitlement,0.030845645348096442
entity,0.02704286
entity_inclusive_real,0.06665002
entrance,0.072972428
entry,0.023385722340643254
envelope,0.11761160556686764
envelope_package,0.088866693
environment,0.21148985063834672
environmental_impact,0.04157707
environmental_impact_project,0.037089062
environmental_impact_report,0.092774819
environmental_quality,0.018544531133103736
environmental_quality_act,0.14999501919928265
environmental_review,0.054782061
environmental_safety_associate,0.010442265162528913
equipment,0.32781219437527565
equipment_ino,0.005221133
era,0.005221133
erosion,0.013523288975100679
error,0.090911032
estimate,0.019917480978637235
estuarine,0.021347423
evaluate,0.066389375
evaluate_mitigate_impact,0.021347423
evaluation,0.023974777040258195
evening,0.005221133
event,0.06346116
everything,0.010442265162528913
eviction,0.023385722340643254
evidence,0.10933291067146109
exacerbate,0.035078584
example,0.079927034
excavation,0.042694846
exceed,0.020884530325057826
exception,0.023385722340643254
excess,0.013523288975100679
execute,0.060831375
execution,0.026637452537950218
executive,0.048764451155800144
executive_officer,0.022216673281072588
exempt,0.018544531133103736
exempt_ceqa,0.013768729
exempt_hoop_structure,0.040569867
exemption,0.13664281879522552
exercise,0.042900822
exercising_governmental,0.044433346562145176
exhaust,0.022216673281072588
exhaustion,0.036298298
exhibit,0.17110439533541177
exhibit_incorporated_herein,0.010442265162528913
exist,0.0213388
existence,0.019679597539945987
existing_law_state,0.022216673281072588
existing_office,0.011692861170321627
exit,0.03272621
expand,0.024460721338977795
expansion,0.033417852449195456
expansion_equipment,0.015663398
expectation,0.015914986
expenditure,0.027537458
experience,0.029563786084706743
expert,0.021347423
expiration,0.026843150477681092
exploration,0.013768729
explosion,0.005221133
exposure,0.015663398
extend,0.020290703
extension,0.005221133
extent,0.065013722
exterior_noise,0.015663398
exterior_noise_limit,0.031326795
extraction,0.027537458
extreme,0.013768729
eyesore,0.005221133
fabrication,0.010442265162528913
face,0.037793569
facility,0.19430707569877248
facsimile,0.089781105
facsimile_attorney_petitioner,0.041306187
fact,0.12793522054186918
factor,0.025643342421767995
factory,0.4699019323138011
fail,0.044825621
failure,0.089245184
fair,0.005221133
fair_argument,0.037089062
faith,0.013768729
fall,0.014175246812750793
false_alarm,0.020884530325057826
family,0.04431749
farm,0.027046577950201357
farmer,0.026875335976641462
fashion,0.013768729
favor,0.018544531133103736
fax,0.097705691
fax_mc_hill,0.035078584
feasible_mitigation_measure,0.054093155900402715
feature,0.025341294620901247
fee,0.091360093
fence,0.062653591
fencing,0.020884530325057826
fencing_barbed_wire,0.020884530325057826
field,0.013768729
fifteen,0.005221133
fifteen_day,0.005221133
fifth_floor,0.010442265162528913
figure,0.011692861170321627
file,0.14506186809422722
file_cover_sheet,0.011692861170321627
filing,0.057338713
filing_lawsuit,0.042694846
fill,0.081362756
film,0.013523288975100679
finance,0.005221133
financing,0.044433346562145176
find,0.011692861170321627
finding,0.027690336674840912
fire,0.03605383
firecracker,0.005221133
firm,0.062981355
first_avenue_san,0.042694846
first_mail,0.036521374
first_paper,0.011692861170321627
fish_wildlife,0.021347423
fit,0.021347423
five_foot,0.005221133
fix,0.005221133
flank,0.005221133
flare,0.041306187
flatter,0.013523288975100679
flaw,0.013523288975100679
flood,0.038774067
floor,0.038197477
fluid,0.013768729
focus,0.011692861170321627
follow,0.011692861170321627
food,0.010442265162528913
foot,0.15744072239145307
foot_wall,0.010442265162528913
force,0.0213388
foreclosure,0.023385722340643254
forego,0.069232016
foregoing,0.051085494
forfeiture,0.023385722340643254
forge,0.005221133
forgo,0.027046577950201357
forgo_step_furtherance,0.041306187
forklift,0.036547928068851196
form,0.070060555
forth,0.051085494
foundation,0.027046577950201357
fragment,0.005221133
fragmentation,0.021347423
frame,0.013523288975100679
fraud,0.053373368
freeway,0.005221133
frequency,0.015663398
freshwater,0.19212680612372446
front,0.005221133
frontage,0.011692861170321627
fry,0.005221133
full_city_block,0.073042748
fully_set,0.027046577950201357
function,0.022266523
fund,0.021347423
furtherance,0.011692861170321627
furthermore,0.018544531133103736
future,0.040969345
ga,0.084298843
ga_hydrocarbon_resource,0.055074916
ga_hydrocarbon_substance,0.041306187
game,0.014175246812750793
gap,0.021347423
garage,0.010442265162528913
garbage,0.018550963397994183
garden,0.005221133
gate,0.011692861170321627
gateway,0.044433346562145176
gather,0.010442265162528913
gaw,0.005221133
general_plan,0.13093445962317882
general_welfare,0.070157167
generall,0.013523288975100679
generate,0.018544531133103736
generation,0.032466673
get,0.005221133
gnatcatcher,0.021347423
goal,0.027690336674840912
good_faith,0.055633593399311204
gotten,0.005221133
governance,0.023385722340643254
governing_body_county,0.022216673281072588
government,0.089821309
government_code_section,0.015663398
governmental_entity_board,0.06665002
grade,0.055129418657169305
grandfather,0.005221133
grandma,0.005221133
grandpa,0.005221133
grant,0.046220927
greenhouse,0.026875335976641462
grind,0.026105662906322286
grinder,0.010442265162528913
gros,0.015914986
ground,0.096372897
group,0.061200245
grow,0.02704286
grower,0.013523288975100679
growth,0.018544531133103736
guideline,0.071975781
gun,0.018544531133103736
guy,0.005221133
hair,0.005221133
half,0.011692861170321627
hall,0.13098090990747788
hammer,0.036547928068851196
hammering,0.005221133
hand,0.078001061
handle,0.005221133
harassment,0.011692861170321627
harbor,0.018544531133103736
hard_surface,0.015663398
harm,0.090314857
haywood,0.018544531133103736
hazard,0.040407292
head,0.037875417
health,0.088340131
health_clinic,0.018260687
health_safety,0.005221133
health_safety_code,0.026105662906322286
hearing,0.069068502
hearing_held,0.018544531133103736
heart,0.018544531133103736
heavy_machinery,0.015663398
height,0.021133102
help,0.019917480978637235
hereby,0.05648959
herein,0.147548477
hereinafter,0.018544531133103736
hereto,0.061324293
heritage,0.005221133
hi,0.033044630734367406
highway,0.027144594690002365
highway_suite,0.011692861170321627
hill,0.021347423
hillside,0.013523288975100679
hinder,0.013523288975100679
hire,0.023385722340643254
history,0.026843150477681092
hoard,0.005221133
holder,0.082612374
holiday,0.010442265162528913
home,0.14485216000311585
homeowner,0.005221133
hon,0.027046577950201357
honk,0.021347423
hook,0.005221133
hoop,0.22989591257671152
hoop_structure,0.27046577950201356
hoop_structure_ordinance,0.013523288975100679
horn,0.021347423
host,0.013523288975100679
hour,0.04585336
hour_operation,0.020884530325057826
house,0.078709257
house_next,0.005221133
house_next_door,0.010442265162528913
housing,0.054846773
identification,0.032466673
identify,0.093900331
identity,0.013523288975100679
identity_capacity,0.073042748
ignore,0.041259429
illegal,0.013768729
illustrate,0.011692861170321627
impact,0.5305529830161324
impact_land_use,0.054093155900402715
impact_mitigation_measure,0.013523288975100679
impact_visual_environment,0.027046577950201357
impair,0.005221133
implement,0.026637452537950218
implementation,0.025341294620901247
implicate,0.048498568
implication,0.018260687
importance,0.063007486
impose,0.013768729
impose_condition,0.035078584
imposition,0.021133102
imprisonment,0.005221133
impropriety,0.021347423
improvement,0.044916499002999224
impulsive_type,0.010442265162528913
inability,0.021133102
inaccuracy,0.021347423
inaccurate,0.021347423
inadequacy,0.018544531133103736
incentive,0.035078584
inception,0.011692861170321627
inch,0.014175246812750793
inclusive,0.018544531133103736
income,0.011692861170321627
incompatibility,0.054093155900402715
inconsistency,0.033432571
inconsistent,0.011692861170321627
incorporate,0.03416107
incorporate_reference,0.062072064200135876
incorporate_reference_cause,0.015663398
incorporate_reference_paragraph,0.040569867
increase,0.11042569810153617
increase_severity,0.027046577950201357
individual_petitioner,0.005221133
individual_petitioner_plaintiff,0.005221133
industry,0.068412825
infeasibility,0.027046577950201357
infliction,0.023385722340643254
inform,0.049131649
information,0.12306972573326214
information_belief,0.062653591
information_belief_defendant,0.010442265162528913
information_belief_factory,0.010442265162528913
informed_believe_allege,0.013768729
informed_believe_basis,0.14734723480662848
infraction,0.010442265162528913
infrastructure,0.087618748
ingres,0.081850028
initial_study,0.037089062
injection,0.018544531133103736
injunction,0.075570577
injunctive_relief,0.064016399
injure,0.036547928068851196
injury,0.011692861170321627
injury_hi_body,0.015663398
injury_plaintiff,0.005221133
input,0.013523288975100679
inquire,0.011692861170321627
insert,0.042612808
instal,0.013768729
install,0.027537458
installation,0.055074916
instance,0.050159572962329334
institution,0.011692861170321627
instruct,0.022216673281072588
instruction,0.023974777040258195
instrument,0.015663398
insurance_coverage,0.046771445
integrity,0.013523288975100679
intend,0.013768729
intensity,0.010442265162528913
intent,0.054162068
intent_commence,0.013523288975100679
intention,0.011692861170321627
inter,0.026967094245311598
interest,0.19141244762083398
interest_petitioner,0.010442265162528913
interest_printed_paper,0.035078584
interfere_ability,0.015663398
interference,0.029042136
interference_effect,0.005221133
intermittent,0.010442265162528913
international_union_worker,0.10956412269732844
interpret,0.013768729
intersection,0.074338946
intervene,0.042694846
introduction,0.048853519900023075
intrude,0.010442265162528913
intrusion,0.052896539129280634
intrusive,0.005221133
inundation,0.021347423
invalidate,0.033923187059620497
inverse,0.013768729
investigation,0.005221133
investment,0.066447781
involve,0.005221133
involvement,0.026637452537950218
irritation,0.010442265162528913
issuance,0.088880446
issue,0.1975785770801844
item,0.081723861
jet,0.010442265162528913
job,0.013768729
ju,0.018544531133103736
judge,0.067616445
judgment,0.058540943713883034
judgment_defendant,0.005221133
judicial_review,0.046771445
jurisdiction,0.10164335206792029
jury,0.013768729
justice,0.021347423
justification,0.013523288975100679
justify,0.010442265162528913
kaiser,0.10336255525119407
kind,0.010442265162528913
kitchen,0.015663398
kite,0.021347423
know,0.010442265162528913
know_fact,0.015663398
